experiment=NPI-env=superlative-npi=any-crucial_item=most serious-licensor=1-scope=0-npi_present=0-paradigm=1412	0		The teenagers described the most serious actor that men had helped.
experiment=NPI-env=superlative-npi=any-crucial_item=most serious-licensor=1-scope=0-npi_present=1-paradigm=1412	1		Any teenagers described the most serious actor that men had helped.
experiment=NPI-env=superlative-npi=any-crucial_item=most serious-licensor=1-scope=1-npi_present=0-paradigm=1412	0		The teenagers described the most serious actor that these men had helped.
experiment=NPI-env=superlative-npi=any-crucial_item=most serious-licensor=1-scope=1-npi_present=1-paradigm=1412	1		The teenagers described the most serious actor that any men had helped.
experiment=NPI-env=superlative-npi=any-crucial_item=serious-licensor=0-scope=0-npi_present=0-paradigm=1412	0		The teenagers described the serious actor that men had helped.
experiment=NPI-env=superlative-npi=any-crucial_item=serious-licensor=0-scope=0-npi_present=1-paradigm=1412	1		Any teenagers described the serious actor that men had helped.
experiment=NPI-env=superlative-npi=any-crucial_item=serious-licensor=0-scope=1-npi_present=0-paradigm=1412	0		The teenagers described the serious actor that these men had helped.
experiment=NPI-env=superlative-npi=any-crucial_item=serious-licensor=0-scope=1-npi_present=1-paradigm=1412	1		The teenagers described the serious actor that any men had helped.
experiment=NPI-env=superlative-npi=ever-crucial_item=big-licensor=0-scope=0-npi_present=0-paradigm=201	0		The children can also dislike the big pedestrians that the lady had discussed.
experiment=NPI-env=superlative-npi=ever-crucial_item=big-licensor=0-scope=0-npi_present=1-paradigm=201	1		The children can ever dislike the big pedestrians that the lady had discussed.
experiment=NPI-env=superlative-npi=ever-crucial_item=big-licensor=0-scope=1-npi_present=0-paradigm=201	0		The children can dislike the big pedestrians that the lady had also discussed.
experiment=NPI-env=superlative-npi=ever-crucial_item=big-licensor=0-scope=1-npi_present=1-paradigm=201	1		The children can dislike the big pedestrians that the lady had ever discussed.
experiment=NPI-env=superlative-npi=ever-crucial_item=biggest-licensor=1-scope=0-npi_present=0-paradigm=201	0		The children can also dislike the biggest pedestrians that the lady had discussed.
experiment=NPI-env=superlative-npi=ever-crucial_item=biggest-licensor=1-scope=0-npi_present=1-paradigm=201	1		The children can ever dislike the biggest pedestrians that the lady had discussed.
experiment=NPI-env=superlative-npi=ever-crucial_item=biggest-licensor=1-scope=1-npi_present=0-paradigm=201	0		The children can dislike the biggest pedestrians that the lady had also discussed.
experiment=NPI-env=superlative-npi=ever-crucial_item=biggest-licensor=1-scope=1-npi_present=1-paradigm=201	1		The children can dislike the biggest pedestrians that the lady had ever discussed.
experiment=NPI-env=superlative-npi=any-crucial_item=small-licensor=0-scope=0-npi_present=0-paradigm=1356	0		These dancers can break the small dishes that fish had brought.
experiment=NPI-env=superlative-npi=any-crucial_item=small-licensor=0-scope=0-npi_present=1-paradigm=1356	1		Any dancers can break the small dishes that fish had brought.
experiment=NPI-env=superlative-npi=any-crucial_item=small-licensor=0-scope=1-npi_present=0-paradigm=1356	0		The dancers can break the small dishes that that fish had brought.
experiment=NPI-env=superlative-npi=any-crucial_item=small-licensor=0-scope=1-npi_present=1-paradigm=1356	1		The dancers can break the small dishes that any fish had brought.
experiment=NPI-env=superlative-npi=any-crucial_item=smallest-licensor=1-scope=0-npi_present=0-paradigm=1356	0		These dancers can break the smallest dishes that fish had brought.
