experiment=NPI-env=determiner_negation_biclausal-npi=any-crucial_item=no-licensor=1-scope=0-npi_present=0-paradigm=5416	0		In the teacher's opinion, these teenagers could say that no essays disagreed.
experiment=NPI-env=determiner_negation_biclausal-npi=any-crucial_item=no-licensor=1-scope=0-npi_present=1-paradigm=5416	0		In the teacher's opinion, any teenagers could say that no essays disagreed.
experiment=NPI-env=determiner_negation_biclausal-npi=any-crucial_item=no-licensor=1-scope=1-npi_present=0-paradigm=5416	1		In the teacher's opinion, no teenagers could say that these essays disagreed.
experiment=NPI-env=determiner_negation_biclausal-npi=any-crucial_item=no-licensor=1-scope=1-npi_present=1-paradigm=5416	1		In the teacher's opinion, no teenagers could say that any essays disagreed.
experiment=NPI-env=determiner_negation_biclausal-npi=any-crucial_item=some-licensor=0-scope=0-npi_present=0-paradigm=5416	0		In the teacher's opinion, these teenagers could say that some essays disagreed.
experiment=NPI-env=determiner_negation_biclausal-npi=any-crucial_item=some-licensor=0-scope=0-npi_present=1-paradigm=5416	0		In the teacher's opinion, any teenagers could say that some essays disagreed.
experiment=NPI-env=determiner_negation_biclausal-npi=any-crucial_item=some-licensor=0-scope=1-npi_present=0-paradigm=5416	1		In the teacher's opinion, some teenagers could say that these essays disagreed.
experiment=NPI-env=determiner_negation_biclausal-npi=any-crucial_item=some-licensor=0-scope=1-npi_present=1-paradigm=5416	1		In the teacher's opinion, some teenagers could say that any essays disagreed.
experiment=NPI-env=determiner_negation_biclausal-npi=ever-crucial_item=no-licensor=1-scope=0-npi_present=0-paradigm=604	0		In the adult's opinion, the customer would also think that no guys salute.
experiment=NPI-env=determiner_negation_biclausal-npi=ever-crucial_item=no-licensor=1-scope=0-npi_present=1-paradigm=604	0		In the adult's opinion, the customer would ever think that no guys salute.
experiment=NPI-env=determiner_negation_biclausal-npi=ever-crucial_item=no-licensor=1-scope=1-npi_present=0-paradigm=604	1		In the adult's opinion, no customer would also think that the guys salute.
experiment=NPI-env=determiner_negation_biclausal-npi=ever-crucial_item=no-licensor=1-scope=1-npi_present=1-paradigm=604	1		In the adult's opinion, no customer would ever think that the guys salute.
experiment=NPI-env=determiner_negation_biclausal-npi=ever-crucial_item=some-licensor=0-scope=0-npi_present=0-paradigm=604	0		In the adult's opinion, the customer would also think that some guys salute.
experiment=NPI-env=determiner_negation_biclausal-npi=ever-crucial_item=some-licensor=0-scope=0-npi_present=1-paradigm=604	0		In the adult's opinion, the customer would ever think that some guys salute.
experiment=NPI-env=determiner_negation_biclausal-npi=ever-crucial_item=some-licensor=0-scope=1-npi_present=0-paradigm=604	1		In the adult's opinion, some customer would also think that the guys salute.
experiment=NPI-env=determiner_negation_biclausal-npi=ever-crucial_item=some-licensor=0-scope=1-npi_present=1-paradigm=604	1		In the adult's opinion, some customer would ever think that the guys salute.
experiment=NPI-env=determiner_negation_biclausal-npi=ever-crucial_item=no-licensor=1-scope=0-npi_present=0-paradigm=505	0		According to the doctor, the women will certainly imagine that no glasses do shrink.
experiment=NPI-env=determiner_negation_biclausal-npi=ever-crucial_item=no-licensor=1-scope=0-npi_present=1-paradigm=505	0		According to the doctor, the women will ever imagine that no glasses do shrink.
experiment=NPI-env=determiner_negation_biclausal-npi=ever-crucial_item=no-licensor=1-scope=1-npi_present=0-paradigm=505	1		According to the doctor, no women will certainly imagine that the glasses do shrink.
experiment=NPI-env=determiner_negation_biclausal-npi=ever-crucial_item=no-licensor=1-scope=1-npi_present=1-paradigm=505	1		According to the doctor, no women will ever imagine that the glasses do shrink.
experiment=NPI-env=determiner_negation_biclausal-npi=ever-crucial_item=some-licensor=0-scope=0-npi_present=0-paradigm=505	0		According to the doctor, the women will certainly imagine that some glasses do shrink.
experiment=NPI-env=determiner_negation_biclausal-npi=ever-crucial_item=some-licensor=0-scope=0-npi_present=1-paradigm=505	0		According to the doctor, the women will ever imagine that some glasses do shrink.
experiment=NPI-env=determiner_negation_biclausal-npi=ever-crucial_item=some-licensor=0-scope=1-npi_present=0-paradigm=505	1		According to the doctor, some women will certainly imagine that the glasses do shrink.
experiment=NPI-env=determiner_negation_biclausal-npi=ever-crucial_item=some-licensor=0-scope=1-npi_present=1-paradigm=505	1		According to the doctor, some women will ever imagine that the glasses do shrink.
experiment=NPI-env=determiner_negation_biclausal-npi=any-crucial_item=no-licensor=1-scope=0-npi_present=0-paradigm=5821	0		As the waiter knows, those boys imagine that no glasses had shrunk.
experiment=NPI-env=determiner_negation_biclausal-npi=any-crucial_item=no-licensor=1-scope=0-npi_present=1-paradigm=5821	0		As the waiter knows, any boys imagine that no glasses had shrunk.
experiment=NPI-env=determiner_negation_biclausal-npi=any-crucial_item=no-licensor=1-scope=1-npi_present=0-paradigm=5821	1		As the waiter knows, no boys imagine that the glasses had shrunk.
experiment=NPI-env=determiner_negation_biclausal-npi=any-crucial_item=no-licensor=1-scope=1-npi_present=1-paradigm=5821	1		As the waiter knows, no boys imagine that any glasses had shrunk.
experiment=NPI-env=determiner_negation_biclausal-npi=any-crucial_item=some-licensor=0-scope=0-npi_present=0-paradigm=5821	0		As the waiter knows, those boys imagine that some glasses had shrunk.
experiment=NPI-env=determiner_negation_biclausal-npi=any-crucial_item=some-licensor=0-scope=0-npi_present=1-paradigm=5821	0		As the waiter knows, any boys imagine that some glasses had shrunk.
experiment=NPI-env=determiner_negation_biclausal-npi=any-crucial_item=some-licensor=0-scope=1-npi_present=0-paradigm=5821	1		As the waiter knows, some boys imagine that the glasses had shrunk.
experiment=NPI-env=determiner_negation_biclausal-npi=any-crucial_item=some-licensor=0-scope=1-npi_present=1-paradigm=5821	1		As the waiter knows, some boys imagine that any glasses had shrunk.
experiment=NPI-env=determiner_negation_biclausal-npi=ever-crucial_item=no-licensor=1-scope=0-npi_present=0-paradigm=471	0		Just as the waitress said, a teenager has really thought that no movies have disagreed.
experiment=NPI-env=determiner_negation_biclausal-npi=ever-crucial_item=no-licensor=1-scope=0-npi_present=1-paradigm=471	0		Just as the waitress said, a teenager has ever thought that no movies have disagreed.
experiment=NPI-env=determiner_negation_biclausal-npi=ever-crucial_item=no-licensor=1-scope=1-npi_present=0-paradigm=471	1		Just as the waitress said, no teenager has really thought that the movies have disagreed.
experiment=NPI-env=determiner_negation_biclausal-npi=ever-crucial_item=no-licensor=1-scope=1-npi_present=1-paradigm=471	1		Just as the waitress said, no teenager has ever thought that the movies have disagreed.
experiment=NPI-env=determiner_negation_biclausal-npi=ever-crucial_item=some-licensor=0-scope=0-npi_present=0-paradigm=471	0		Just as the waitress said, a teenager has really thought that some movies have disagreed.
experiment=NPI-env=determiner_negation_biclausal-npi=ever-crucial_item=some-licensor=0-scope=0-npi_present=1-paradigm=471	0		Just as the waitress said, a teenager has ever thought that some movies have disagreed.
