experiment=NPI-env=quantifier-npi=ever-crucial_item=any-licensor=1-scope=0-npi_present=0-paradigm=1869	0		Any children who exit some hospitals also insulted many teenagers.
experiment=NPI-env=quantifier-npi=ever-crucial_item=any-licensor=1-scope=0-npi_present=1-paradigm=1869	0		Any children who exit some hospitals ever insulted many teenagers.
experiment=NPI-env=quantifier-npi=ever-crucial_item=any-licensor=1-scope=1-npi_present=0-paradigm=1869	1		Any children who also exit some hospitals insulted many teenagers.
experiment=NPI-env=quantifier-npi=ever-crucial_item=any-licensor=1-scope=1-npi_present=1-paradigm=1869	1		Any children who ever exit some hospitals insulted many teenagers.
experiment=NPI-env=quantifier-npi=ever-crucial_item=more than three-licensor=0-scope=0-npi_present=0-paradigm=1869	0		More than three children who exit some hospitals also insulted many teenagers.
experiment=NPI-env=quantifier-npi=ever-crucial_item=more than three-licensor=0-scope=0-npi_present=1-paradigm=1869	0		More than three children who exit some hospitals ever insulted many teenagers.
experiment=NPI-env=quantifier-npi=ever-crucial_item=more than three-licensor=0-scope=1-npi_present=0-paradigm=1869	1		More than three children who also exit some hospitals insulted many teenagers.
experiment=NPI-env=quantifier-npi=ever-crucial_item=more than three-licensor=0-scope=1-npi_present=1-paradigm=1869	1		More than three children who ever exit some hospitals insulted many teenagers.
experiment=NPI-env=quantifier-npi=ever-crucial_item=any-licensor=1-scope=0-npi_present=0-paradigm=1884	0		Any teenagers who explore some restaurants also attacked a lot of girls.
experiment=NPI-env=quantifier-npi=ever-crucial_item=any-licensor=1-scope=0-npi_present=1-paradigm=1884	0		Any teenagers who explore some restaurants ever attacked a lot of girls.
experiment=NPI-env=quantifier-npi=ever-crucial_item=any-licensor=1-scope=1-npi_present=0-paradigm=1884	1		Any teenagers who also explore some restaurants attacked a lot of girls.
experiment=NPI-env=quantifier-npi=ever-crucial_item=any-licensor=1-scope=1-npi_present=1-paradigm=1884	1		Any teenagers who ever explore some restaurants attacked a lot of girls.
